from_country_iso3,to_country_iso3,year,n_migrations,n_migrations_back,netmigrations,decade,corridor,flow_direction,flow_size_category
HUN,GBR,2007,30,22,8,2000s,HUN-GBR,Net flow to destination,Very Large
ECU,AUS,2002,1,3,-2,2000s,ECU-AUS,Net flow back to origin,Small
ISR,CHE,2001,12,7,5,2000s,ISR-CHE,Net flow to destination,Very Large
BGD,IND,2010,10,10,0,2010s,BGD-IND,Balanced,Large
POL,IRL,2004,3,1,2,2000s,POL-IRL,Net flow to destination,Medium
SVK,RUS,2012,1,1,0,2010s,SVK-RUS,Balanced,Small
USA,PAK,2000,15,29,-14,2000s,USA-PAK,Net flow back to origin,Very Large
KOR,IND,2005,13,66,-53,2000s,KOR-IND,Net flow back to origin,Very Large
DEU,SAU,2011,22,1,21,2010s,DEU-SAU,Net flow to destination,Very Large
COL,VEN,2018,7,40,-33,2010s,COL-VEN,Net flow back to origin,Large
VEN,ARG,2020,12,4,8,2020s,VEN-ARG,Net flow to destination,Very Large
ECU,ITA,2004,1,1,0,2000s,ECU-ITA,Balanced,Small
ARE,GBR,2012,15,34,-19,2010s,ARE-GBR,Net flow back to origin,Very Large
THA,VNM,2022,18,13,5,2020s,THA-VNM,Net flow to destination,Very Large
MTQ,FRA,2022,12,14,-2,2020s,MTQ-FRA,Net flow back to origin,Very Large
NLD,RUS,2016,19,27,-8,2010s,NLD-RUS,Net flow back to origin,Very Large
FIN,CRI,2004,1,1,0,2000s,FIN-CRI,Balanced,Small
HUN,FRA,2017,17,17,0,2010s,HUN-FRA,Balanced,Very Large
MMR,JPN,2015,2,5,-3,2010s,MMR-JPN,Net flow back to origin,Medium
USA,TZA,2009,9,12,-3,2000s,USA-TZA,Net flow back to origin,Large
SWE,UKR,1997,4,6,-2,1990s,SWE-UKR,Net flow back to origin,Large
BEL,GRC,2013,8,33,-25,2010s,BEL-GRC,Net flow back to origin,Large
COL,CAN,2002,7,5,2,2000s,COL-CAN,Net flow to destination,Large
CHE,CZE,2020,29,26,3,2020s,CHE-CZE,Net flow to destination,Very Large
PNG,AUS,2010,6,6,0,2010s,PNG-AUS,Balanced,Large
